source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
SC-DEPT-OF-ADMINISTRATION-MA-69CAE3,SC Dept of Administration Managing Grants,internal state compliance process,SC Department of Administration,Executive Budget Office,SC state agencies only,state,SC,https://www.admin.sc.gov/services/budget/managing-grants,static HTML page monitor,low,OK,low directly; high indirectly as a census of federal money entering SC,state agencies and institutions only,n/a,n/a,n/a,Form GR-100 notification of new federal awards,"continuous, before expending funds",low,"HTML, XLSX form",no,no,no,"NOT a grants portal - it is inward-facing compliance under SC Code 2-65-30, exempting grants under $200,000 and research/student aid. Filings are NOT published: a FOIA target, not a scrape target [research lane: DOI/HHS + SC + philanthropy]",Tier 3,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-FIRST-STEPS-GRANTS-533156,SC First Steps grants,state early childhood grants,SC First Steps,n/a,SC statewide,state,SC,https://www.scfirststeps.org/what-we-do/grants/,static HTML page monitor,low,OK,low-medium,county partnerships and community organizations,no,UNKNOWN,UNKNOWN,early childhood grants,varies,varies,HTML,no,UNKNOWN,no,County-partnership structure means a Native-serving organization would typically partner with a county First Steps partnership rather than apply directly [research lane: DOI/HHS + SC + philanthropy],Tier 3,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-FORESTRY-COMMISSION-GRANT-300D89,SC Forestry Commission grants,state and federal forestry grants,SC Forestry Commission,Urban Forestry; Landowner Services; Stewardship,SC statewide,state,SC,https://www.scfc.gov/management/urban-forestry/urban-forestry-grants/,PDF/NOFO page monitor,low,OK,low-medium,"local governments, nonprofits, landowners - varies",no,UNKNOWN,UNKNOWN,Urban and Community Forestry grants; Hurricane Supplemental NOFO; cost-share programs; Hurricane Helene Timber Block Grant,varies,varies,HTML + PDF,no,UNKNOWN,no,"Verified NOFO PDFs published on-site. Relevant to Native-serving nonprofits doing land, cultural-plant or forestry work in SC [research lane: DOI/HHS + SC + philanthropy]",Tier 3,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-OFFICE-OF-THE-STATE-AUDIT-EC9455,SC Office of the State Auditor,audit reports,SC Office of the State Auditor,"State Agency, Medicaid and Internal Audit divisions",SC statewide,state,SC,https://osa.sc.gov/,PDF/NOFO page monitor,medium - PDF mining,OK,low,n/a,n/a,n/a,n/a,"agency financial statements, court engagements, internal audits",n/a,irregular,"HTML, PDF",no,no,employee login only,"NEGATIVE FINDING: no single-audit resource page, no Uniform Guidance guidance and no subrecipient-monitoring resource exists in navigation - only /reports/, /court-reports/ and /internal-reports/. SEFA schedules inside agency PDFs are mineable but heavy [research lane: DOI/HHS + SC + philanthropy]",Tier 3,seed_imported,not_started,TERMS_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:employee login only;monitoring_not_started
SC-RURAL-INFRASTRUCTURE-AUTH-485AB5,SC Rural Infrastructure Authority,state infrastructure funding,SC Rural Infrastructure Authority,n/a,"SC statewide, rural",state,SC,https://ria.sc.gov/loans/,static HTML page monitor,low,OK,medium - local-government oriented,units of local government and utilities primarily - UNKNOWN for nonprofits,no,UNKNOWN,UNKNOWN,SRF-adjacent infrastructure loans and grants; published Funding Resources 2026 and 2026 SRF info sheet PDFs,varies,moderate,HTML + PDF,no,UNKNOWN,no,Publishes a consolidated Funding Resources guide that doubles as an SC funder map. Also publishes an FY27 Program Strategy PDF that was not fetched [research lane: DOI/HHS + SC + philanthropy],Tier 3,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-STATE-CLEARINGHOUSE-INTER-EBF26A,SC State Clearinghouse Intergovernmental Review,E.O. 12372 SPOC review,SC Department of Administration,Executive Budget Office,SC statewide,state,SC,https://www.admin.sc.gov/services/budget/state-clearinghouse-intergovernmental-review,human review only,UNKNOWN - not fetched,OK,medium - a potential early-warning signal of federal applications entering SC,applicants subject to E.O. 12372 review,no,UNKNOWN,n/a,E.O. 12372 intergovernmental review,per application,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN - described as an automated system,"NOT FETCHED. Reviews applications, does not advertise opportunities. Worth one follow-up fetch. Note DOJ CTAS Purpose Area 1 expressly triggers E.O. 12372, so this office sits in the CTAS path for SC applicants [research lane: DOI/HHS + SC + philanthropy]",Tier 3,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
APEX-ACCELERATORS-EC80CE,APEX Accelerators,program - administrator UNKNOWN,UNKNOWN,UNKNOWN,federal,federal,,https://www.apexaccelerators.us/,human review only,high,OK,medium,UNKNOWN,UNKNOWN,UNKNOWN,unclear,procurement technical assistance to small businesses,UNKNOWN,UNKNOWN,JS app - no server-rendered content,no,no,no,CURRENT ADMINISTRATOR NOT VERIFIED. Site returned only a title tag and an empty body - it is a client-side JS application. Do NOT state that SBA administers APEX; nothing fetched supports it and nothing contradicts it. Requires a rendered fetch or a DoD-side source. [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
BUILDING-RESILIENT-INFRASTRU-5525F1,Building Resilient Infrastructure and Communities (BRIC),grant program - status UNKNOWN,DHS,FEMA (Hazard Mitigation Assistance),federal,federal,,https://www.fema.gov/grants/mitigation/building-resilient-infrastructure-communities,human review only,high,OK,high,tribal-government;state-or-local-govt-serving-natives,UNKNOWN,UNKNOWN,unclear,Tribal Set-Aside; Tribal Building Code Plus-Up; National Competition; BRIC DTA,UNKNOWN,UNKNOWN,HTML,no,no,no,"STATUS UNKNOWN - reporting exactly what the page says. Page describes BRIC in present tense but its newest content is FY23 selections announced 2024-07-02 (~$1B, incl. Tribal Set-Aside and Tribal Building Code Plus-Up, 93 BRIC DTA communities). Page does NOT announce a current competition and does NOT state termination. Do not place in MVP on an assumption of activity. BRIC DTA needs no prior award and no approved mitigation plan. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
CMS-TRIBAL-AFFAIRS-8AC2C9,CMS tribal affairs,agency landing page,HHS,Centers for Medicare and Medicaid Services,federal,federal,,https://www.cms.gov/about-cms/agency-information/aian,human review only,high,HUMAN_REVIEW_ONLY,native-priority,UNKNOWN,UNKNOWN,UNKNOWN,unclear,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"COVERAGE GAP - returned an empty body on every path attempted. CMS tribal work is largely REIMBURSEMENT policy (IHS/638 encounter rates, 100% FMAP), not grantmaking; classify as non-grant until a working path is verified [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;monitoring_method:human_review_only;monitoring_not_started
COMMERCE-MBDA-NOAA-NATIVE-PR-4EDDDF,Commerce MBDA + NOAA Native programs,agency program set,Commerce,MBDA; NOAA,national,federal,,UNKNOWN - not verified,human review only,UNKNOWN,TERMS_REVIEW_REQUIRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,MBDA Native American Business (UNVERIFIED); NOAA tribal programs (UNVERIFIED),UNKNOWN,UNKNOWN,UNKNOWN,no,UNKNOWN,UNKNOWN,"NOT REACHED - lowest brief priority (tier 8), budget exhausted. Nothing verified, nothing asserted [research lane: USDA/HUD/Commerce]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
DOE-GRID-DEPLOYMENT-OFFICE-B45579,DOE Grid Deployment Office,agency landing page,DOE,Grid Deployment Office,national,federal,,https://www.energy.gov/gdo/grid-deployment-office,static HTML page monitor,med,OK,tribal-eligible,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Grid Resilience State and Tribal Formula Grants (40101(d)) — historical; GRIP competitive — status unverified,UNKNOWN,page is STALE (all news items 2022),HTML,no,no,no,"STATUS UNKNOWN FOR 2026 — do not represent 40101(d) tribal allocation or GRIP as active or inactive. Page confirms the program existed: news item ""Grid Deployment Office's State and Tribal Formula Grid Resilience Grants Application Deadline Extended through March 31, 2023"" (FY22 cycle), and GDO's mission text names ""Tribal, urban, and rural communities."" BOTH /gdo/grid-resilience-state-and-tribal-formula-grants AND /gdo/funding-opportunities returned EMPTY — URL discovery required. Leadership listed (Maria Robinson, Patricia Hoffman) may also be stale. [research lane: DOE/EPA/DOT]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
DOI-BUREAU-OF-TRUST-FUNDS-AD-BBF582,DOI Bureau of Trust Funds Administration,agency landing page,DOI,Bureau of Trust Funds Administration,federal,federal,,https://www.bia.gov/btfa,human review only,low,OK,native-exclusive,n/a,n/a,n/a,unlikely-allowable,none verified,n/a,UNKNOWN,HTML,no,no,no,"Organization exists (link verified in the bia.gov footer) but NO funding-relevant page was found. BTFA is trust fund accounting, not grantmaking. Watchlist only [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
DOJ-TRIBAL-FUNDING-DIRECTORY-BE8B52,DOJ Tribal Funding Directory,reference index,DOJ,OJP/COPS/OVW,federal,federal,,https://www.ojp.gov/tribal-funding-directory,static HTML page monitor,low,OK,very high,federally-recognized-tribe;tribal-government;tribal-organization;native-nonprofit,varies,varies,sometimes-allowable-depends-on-NOFO,catalog of all DOJ discretionary+formula programs tribes may access,infrequent,HTML,no,no,no,Single-page catalog of every DOJ tribal-eligible program with descriptions and links; built under E.O. 14053. Excellent seed list for the program registry; poor for deadline monitoring.,2 [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:Single-page catalog of every DOJ tribal-eligible program wit;monitoring_not_started
DOJ-TRIBAL-JUSTICE-AND-SAFET-4F1E15,DOJ Tribal Justice and Safety,agency portal,DOJ,Office of Tribal Justice,federal,federal,,https://www.justice.gov/tribal,static HTML page monitor,low,OK,very high,federally-recognized-tribe;tribal-government,yes,no,unclear,CTAS gateway; TAP; MMIP; consultations,continuous; consultation notices ad hoc,HTML (Drupal 11),no,email bulletin (GovDelivery USDOJ),no,Carries Bureau of Justice Grants consolidation notice: COPS+OJP+OVW merging. Highest-value change signal in scope. article:modified_time meta field usable for change detection.,1 [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:Carries Bureau of Justice Grants consolidation notice: COPS+;monitoring_not_started
DOT-RESOURCES-FOR-TRIBES-AND-B17823,DOT Resources for Tribes and Tribal Governments,agency landing page,DOT,Office of the Secretary / Intergovernmental Affairs,national,federal,,https://www.transportation.gov/tribal,human review only,low,OK,native-exclusive,n/a,n/a,n/a,n/a,(none),none,"ABANDONED — ""Last updated: Friday, January 20, 2017""",HTML,no,no,no,"DOT's own department-level tribal portal is nine years stale: content is 2009–2010 era (Tribal Consultation Presidential Memorandum, EO 13175, 2010 progress report), links point to dead dot.dev paths and the retired flh.fhwa.dot.gov/programs/ttp/. Only current value: Senior Accountable Official Anthony Bedell (Deputy Assistant Secretary for Intergovernmental Affairs) and tribalconsultation@dot.gov. Do NOT use as a coverage anchor. [research lane: DOE/EPA/DOT]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
ELECTRONIC-TRIBAL-TRANSPORTA-987047,Electronic Tribal Transportation Improvement Program (e-TTIP),data system,DOT,FHWA Office of Tribal Transportation,national,federal,,https://highways.dot.gov/federal-lands/federal-lands/tribal/electronic-tribal-transportation-improvement-program-e-ttip,human review only,high,TERMS_REVIEW_REQUIRED,native-exclusive,"federally-recognized-tribe, tribal-government",yes,no,n/a,TTIP/STIP programming,n/a,UNKNOWN,UNKNOWN,UNKNOWN,likely,Government system of record for tribal transportation programming — competitive/adjacent to NativeForge's problem space and worth studying. Note the URL as emitted contains a doubled path segment (/federal-lands/federal-lands/) — verify before storing. Not fetched.,4 [research lane: DOE/EPA/DOT],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:Government system of record for tribal transportation progra;monitoring_method:human_review_only;monitoring_not_started
EPA-ENVIRONMENTAL-JUSTICE-GR-0380CA,EPA Environmental Justice grants,program,EPA,Office of Environmental Justice (status uncertain),national,federal,,https://www.epa.gov/environmentaljustice,human review only,n/a,HUMAN_REVIEW_ONLY,tribal-eligible historically,UNKNOWN,UNKNOWN,UNKNOWN,unclear,(none currently listed),"none — no current NOFO, deadline, or program listed",n/a,HTML (stripped legacy page),no,EJ Listserv still offered,no,"STATUS: verified-terminated-or-removed as a monitorable grant source, on two fetches: (1) /environmentaljustice/environmental-justice-grants-funding-and-technical-assistance returned an EMPTY body; (2) /environmentaljustice returns a de-templated legacy page banner-ing ""We've made some changes to… you may be able to find it on the EPA Web Archive or the January 19, 2017 Web Snapshot,"" whose newest substantive content is the FY17 EJ progress report, listing NO current grant program. I make no claim about the specific legal/administrative action. DO NOT carry EJ grants in the active coverage map. Link-rot cleanup needed: the stale EPA tribal-air page still links here as ""EPA Environmental Justice Grants."" [research lane: DOE/EPA/DOT]",Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;monitoring_method:human_review_only;monitoring_not_started
EPA-TRIBAL-AIR-ANNOUNCEMENTS-979F65,EPA Tribal Air Announcements/Funding page,funding index,EPA,Office of Air and Radiation,national,federal,,https://www.epa.gov/tribal-air/tribal-air-announcements-training-funding-and-other-opportunities,human review only,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",UNKNOWN,UNKNOWN,unclear,"(links out to GAP, EJ [dead], STEM, DOE Indian Energy, Grants.gov)",none,STALE — last updated 2025-08-20,HTML,no,no,no,"Despite the title, not a usable opportunity feed: a year stale, and it still links epa.gov/environmentaljustice as ""EPA Environmental Justice Grants"" (now a dead end). Useful only as a source of partner/training links (ITEP, CMAS, forgreenheat.org). Deprioritize. [research lane: DOE/EPA/DOT]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
FEMA-GRANTS-ROOT-8EBB51,FEMA Grants (root),agency portal,DHS,FEMA,federal,federal,,https://www.fema.gov/grants,human review only,high,OK,medium,tribal-government;state-or-local-govt-serving-natives,varies,varies,unclear,HSGP; THSGP; HMGP; BRIC; AFG,UNKNOWN,UNKNOWN,HTML (degraded render),no,no,no,"FETCH RETURNED A NEAR-EMPTY STUB with newest item a 2014 press release, ""Last Updated: 08/04/2014."" Do not scrape. Use Grants.gov as primary for all FEMA NOFOs and a headless browser for fema.gov if needed. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
FLOOD-MITIGATION-ASSISTANCE-AC5C7F,Flood Mitigation Assistance (FMA),grant program,DHS,FEMA (Hazard Mitigation Assistance),federal,federal,,https://www.fema.gov/grants/mitigation/floods,human review only,high,OK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,no,no,no,"NOT FETCHED - listed for completeness only. All fields UNKNOWN. URL is the expected path, not verified. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
GRANTS-GOV-SYSTEM-TO-SYSTEM-AB3A7C,Grants.gov System-to-System (SOAP),soap_ws,HHS,Grants.gov PMO,federal,federal,,https://www.grants.gov/system-to-system,human review only,high,TERMS_REVIEW_REQUIRED,low,NA,NA,NA,UNKNOWN,NA,NA,NA,SOAP_XML_WSDL,yes,yes_listserv,yes_certificates,applicant+grantor tracks; certificate enrollment; oriented to apply/post not discover; subscribe to listserv for breaking-change notice [research lane: API/monitoring layer],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:yes_certificates;monitoring_method:human_review_only;monitoring_not_started
HHS-ANA-PROGRAMS-A641B0,HHS ANA Programs,program-page,HHS,ACF / Administration for Native Americans,federal,federal,,https://www.acf.hhs.gov/ana/programs,human review only,HIGH,TERMS_REVIEW_REQUIRED,high,"tribe, tribal-org, native-nonprofit (presumed)",UNKNOWN,UNKNOWN,sometimes-allowable-depends-on-NOFO,"SEDS, Native Languages, ERE",UNKNOWN,UNKNOWN — site serves stale content,HTML (degraded),no,no,no,"LOW CONFIDENCE — DO NOT SHIP ANA RULES ON THIS PASS. /ana/about served a COVID banner, ""Last Reviewed: July 10, 2018,"" and a former Commissioner in the present tense. Six ANA URLs returned empty. robots.txt EMPTY (absence is not permission). ""Native Language P&M"" and ""Esther Martinez Immersion"" COULD NOT BE VERIFIED as current program names. Research/evaluation angle is weak-to-none — ANA is a PLANNING/CAPACITY funder, relevant to Part B more than Part A. Regulation 45 CFR 1336 IS verified (see Part B). [research lane: Research funding]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
HUD-DEAD-LEGACY-PATHS-NEGATI-F77A25,HUD dead legacy paths (negative control),DO-NOT-USE registry,HUD,PIH/ONAP,national,federal,,https://www.hud.gov/program_offices/public_indian_housing/ih,human review only,n/a,HUMAN_REVIEW_ONLY,n/a,n/a,n/a,n/a,unclear,n/a,n/a,never,"HTML shell, zero body content",no,no,no,"RECORD AS KNOWN-DEAD so no monitor is ever pointed here. Returns HTTP 200 + valid skeleton + NO content; title prefixed ""25red-"". Same for /ih/codetalk. Silent-false-negative trap [research lane: USDA/HUD/Commerce]",Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;monitoring_method:human_review_only;monitoring_not_started
HUD-ONAP-CODETALK-660255,HUD ONAP / Codetalk,html_broken,HUD,Office of Native American Programs,federal,federal,,https://www.hud.gov/program_offices/public_indian_housing/ih,human review only,very_high,TERMS_REVIEW_REQUIRED,very_high,NA,UNKNOWN,UNKNOWN,UNKNOWN,Indian Housing Block Grant (program pages unreachable),UNKNOWN,UNKNOWN,HTML_broken,no,no,no,BROKEN: 200 with NO body content; titles returned as '25red-Indian Housing' and '25red-ONAP' with blank meta-description = half-migrated CMS; DO NOT build ingest here; hud.gov robots names ClaudeBot/GPTBot/CCBot with Disallow: / and asserts ai-train=no as a condition of access; REAL COVERAGE GAP for tribal housing [research lane: API/monitoring layer],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
IHS-HEALTH-IT-MODERNIZATION-35151C,IHS Health IT Modernization Program,agency landing page,HHS,Indian Health Service,federal,federal,,https://www.ihs.gov/aboutihs/health-it-modernization-program/,human review only,med,OK,native-exclusive,n/a,n/a,n/a,unlikely-allowable,IHS EHR replacement,n/a,UNKNOWN,HTML,no,no,no,"Agency-side IT procurement, NOT a grantee funding stream. Monitor for competitive and market intelligence only [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
NASA-MUREP-1AA690,NASA MUREP,program-page,NASA,Office of STEM Engagement,federal,federal,,https://www.nasa.gov/learning-resources/minority-university-research-education-project/,static HTML page monitor,low-medium,OK,low-medium,ihe on the DoE OPE MSI list,NO (MSI/OPE thresholds instead),n/a,unclear,"ACEIR, ESSR, M-STAR, MIRO, MCA",no MUREP NOFO currently forecast,updated Jun 22 2026,HTML,no,no,no (NSPIRES login to apply),NO TRIBAL/TCU-SPECIFIC ELEMENT FOUND. The five current elements are enumerated and MAIANSE is NOT among them — it survives only in image alt-text describing a past award. TREAT MAIANSE AS UNVERIFIED / LIKELY DISCONTINUED; do not list as live. Tribes-as-governments and Native nonprofits are not listed as eligible. MSI list at msiexchange.nasa.gov/msilist. [research lane: Research funding],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:no (NSPIRES login to apply);monitoring_not_started
NASA-NSPIRES-4CE005,NASA NSPIRES,html_table_session,NASA,Science Mission Directorate,federal,federal,,https://nspires.nasaprs.com/external/,human review only,high,TERMS_REVIEW_REQUIRED,low,UNKNOWN,UNKNOWN,UNKNOWN,unclear,ROSES-type solicitations,NOI due + Proposal due,UNRELIABLE — 2024-dated rows on a 2026 fetch,HTML+PDF,no,no,no_to_view_yes_to_submit,"CONFLICTING EVIDENCE ACROSS TWO FETCHES: one pass got HTTP 200 with EMPTY BODIES on three URLs; another retrieved the solicitation table. So: no login needed to browse, but the app is session-dependent and unreliable to a plain fetcher, AND every row returned was stale. robots.txt returned an EMPTY FILE — no directives, but absence is not consent. RECOMMENDATION: Grants.gov primary, forecast table secondary, headless browser only if business-critical. [research lane: API/monitoring layer; Research funding]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:no_to_view_yes_to_submit;monitoring_method:human_review_only;monitoring_not_started
NSF-EPSCOR-581817,NSF EPSCoR,initiative-page,NSF,OIA,28 named jurisdictions,federal,,https://www.nsf.gov/funding/initiatives/epscor,static HTML page monitor,medium,TERMS_REVIEW_REQUIRED,medium,UNKNOWN — governed by sub-solicitations,n/a (jurisdictional test),n/a,likely-allowable,"E-CORE, E-RISE, RII Track-1/2/4, EGFP (NSF 24-588)",UNKNOWN,active,HTML,no,yes (EPSCoR-specific GovDelivery list),no,"ELIGIBILITY IS JURISDICTIONAL, NOT TRIBAL — 28 eligible jurisdictions named (AL AK AR DE GU HI ID IA KS KY LA ME MS MT NE NV NH NM ND OK PR RI SC SD VT VI WV WY). A Tribe's eligibility depends on GEOGRAPHY, not status. Whether Tribes/TCUs may apply directly is NOT stated — UNKNOWN, set by each sub-solicitation (none of which could be fetched). [research lane: Research funding]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
NSF-FUNDING-OPPORTUNITIES-PA-998D8E,NSF Funding Opportunities page,web_spa,NSF,NSF,federal,federal,,https://www.nsf.gov/funding/opportunities,human review only,very_high,TERMS_REVIEW_REQUIRED,medium,NA,NA,NA,UNKNOWN,NA,per_solicitation,UNKNOWN,HTML_SPA,no,no,no,returned empty shell - JS app requiring browser automation; NO NSF funding-opportunity API and NO NSF opportunity RSS found on any page fetched [research lane: API/monitoring layer],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
NTIA-BEAD-PROGRAM-ED271A,NTIA BEAD Program,program page,Commerce,NTIA,states/territories (Tribes via subgrant),federal,,https://www.internetforall.gov/program/broadband-equity-access-and-deployment-bead-program,human review only,high,HUMAN_REVIEW_ONLY,low-direct / high-indirect,state-or-local-govt-serving-natives;consortium-with-tribal-partner,n/a - Tribes are NOT eligible entities,n/a,sometimes-allowable-depends-on-NOFO,BEAD $42.45B across 56 Eligible Entities,"STALE - ""Status: Planning Grants Awarded""; latest internal date Dec 2023; FAQ ""Updated 11-9-2023""",STALE - no trace of 2025 restructuring,HTML,no,no,no,"STRUCTURAL FINDING: only 50 states+DC+PR+VI+Guam+AS+CNMI may apply. Tribes participate via mandated coordination + subgrantee selection. Treat as STATE PASS-THROUGH watchlist, not direct tribal opportunity [research lane: USDA/HUD/Commerce]",Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;monitoring_method:human_review_only;monitoring_not_started
